"COUNTY","YEAR","WATER_SYSTEM_NUMBER","VIOLATION_TYPE_NAME","REGULATING_AGENCY","VIOL_MONTH","WaterSystemName","FederalWaterSystemType","StateWaterSystemType","WaterSystemStatus","OwnerType","PrimaryWaterSourceType","ResidentialPopulation","NonTransientPopulation","TransientPopulation","TotalPopulation","SC_Agricultural","SC_Combined","SC_Commercial","SC_Institutional","SC_Residential","SC_Total","FeeCodeDescription","SNSVVisitDate","CITY","TreatmentPlantClass","DistributionSystemClass","Kids","Teen","Senior","Adult1","Adult2"
"FRESNO",2012,"CA1000112","MCL, SINGLE SAMPLE","DISTRICT 23 - FRESNO",10,"FAIRMONT SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,483,0,483,NA,NA,0,6,0,6,"NonTransient-NonCommunity Water System","6/16/2014","SANGER","#N/A","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","RES DISINFECT CONCENTRATION (SWTR)","DISTRICT 23 - FRESNO",6,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","RES DISINFECT CONCENTRATION (SWTR)","DISTRICT 23 - FRESNO",6,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","RES DISINFECT CONCENTRATION (SWTR)","DISTRICT 23 - FRESNO",6,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000213","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"HARRIS FARMS/HORSE BARN","Community","Community","ACTIVE","Private","Surface Water",100,0,0,100,NA,NA,0,2,18,20,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000248","MCL,  AVERAGE","DISTRICT 23 - FRESNO",1,"DOUBLE L MOBILE RANCH PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,NA,0,0,37,37,"Small Community","2/7/2018","FRESNO","#N/A","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000248","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"DOUBLE L MOBILE RANCH PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,NA,0,0,37,37,"Small Community","2/7/2018","FRESNO","#N/A","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",1,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",1,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",1,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000359","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"FCSA #32/CANTUA CREEK","Community","Community","ACTIVE","Local","Surface Water",210,0,0,210,NA,NA,1,0,90,91,"Small Community","2/24/2017","CANTUA CREEK","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",1,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",1,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",1,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1000546","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"FCSA #49/ FIVE POINTS","Community","Community","ACTIVE","Local","Surface Water",134,0,0,134,NA,NA,0,1,48,49,"Small Community","9/7/2016","FIVE POINTS","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","RES DISINFECT CONCENTRATION (SWTR)","DISTRICT 23 - FRESNO",2,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","RES DISINFECT CONCENTRATION (SWTR)","DISTRICT 23 - FRESNO",2,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",1,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",1,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",1,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","RES DISINFECT CONCENTRATION (SWTR)","DISTRICT 23 - FRESNO",7,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",4,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",7,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009006","MCL,  AVERAGE","DISTRICT 23 - FRESNO",10,"PAPPAS & CO (COALINGA)","Community","Community","ACTIVE","Private","Surface Water",25,0,0,25,NA,NA,0,1,10,11,"Small Community","2/22/2016","FRESNO","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009027","RES DISINFECT CONCENTRATION (SWTR)","DISTRICT 23 - FRESNO",1,"HARRIS FARMS HEADQUARTERS","Community","Community","ACTIVE","Private","Surface Water",300,0,0,300,NA,NA,1,5,74,80,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
"FRESNO",2012,"CA1009027","RES DISINFECT CONCENTRATION (SWTR)","DISTRICT 23 - FRESNO",1,"HARRIS FARMS HEADQUARTERS","Community","Community","ACTIVE","Private","Surface Water",300,0,0,300,NA,NA,1,5,74,80,"Small Community","3/28/2017","COALINGA","Treatment Operator Level 2","Distribution Operator Level 1",171558,161060,62273,142073,413670
